dept,dept_group,title,published_date,year,month,month_name,quarter,quarter_label,year_month,relevance_score,priority_category,requires_action,policy_type,business_impact,sector_focus,ai_application,stage,audience,ai_summary,primary_topic,key_topics,recency,days_since_published,summary_word_count,topics_count,description,url,format,display_type,collection_date,week_of_year
DSIT,Innovation & Business,RAI Institute: Artificial Intelligence Impact Assessment (AIIA),2024-04-09 11:08:43,2024.0,4.0,April,2.0,Q2.0 2024.0,2024-04,7.0,2-High,Yes,Research & Analysis,Strategic,Technology,Innovation & R&D,Proposed,Government/Public Sector,"The RAI Institute's AIIA provides a framework for assessing AI risks, guiding risk management strategies across sectors by April 2024.",risk assessment,"risk assessment, innovation, governance",1-2 years ago,582.0,20,3,"A system-level AI Impact Assessment (AIIA), developed by the Responsible Artificial Intelligence Institute (RAI Institute), informs the broader assessment of AI risks and risk management.",https://www.gov.uk/ai-assurance-techniques/rai-institute-artificial-intelligence-impact-assessment-aiia,ai_assurance_portfolio_technique,,2025-11-12,15
DSIT,Innovation & Business,Artificial Intelligence sector study,2025-09-03 20:30:24,2025.0,9.0,September,3.0,Q3.0 2025.0,2025-09,5.0,3-Medium,No,Research & Analysis,Strategic,Technology,Innovation & R&D,Proposed,Government/Public Sector,"The AI sector study aims to estimate the scale of UK AI firms, providing insights for future policy development by September 2025.",innovation,"innovation, sector analysis, technology",Last 3 months,70.0,22,3,"An analysis of the UK’s AI sector, developing robust estimates of the scale and scope of firms developing AI products and services in the UK.",https://www.gov.uk/government/collections/artificial-intelligence-sector-study,document_collection,,2025-11-12,36
DSIT,Innovation & Business,Joint statement from founding members of the Global Partnership on Artificial Intelligence,2020-06-15 13:15:00,2020.0,6.0,June,2.0,Q2.0 2020.0,2020-06,6.0,3-Medium,No,International Cooperation,Strategic,Other/Mixed,Innovation & R&D,Historical,Government/Public Sector,"GPAI aims to guide responsible AI development, emphasizing human rights and economic growth. No specific deadlines or costs mentioned.",governance,"governance, innovation, ethics",Over 2 years ago,1976.0,19,3,"The Global Partnership on Artificial Intelligence (GPAI) is an international and multistakeholder initiative to guide the responsible development and use of AI, grounded in human rights, inclusion, diversity, innovation, and economic growth.",https://www.gov.uk/government/publications/joint-statement-from-founding-members-of-the-global-partnership-on-artificial-intelligence,guidance,Guidance,2025-11-12,25
DSIT,Innovation & Business,AI cyber security,2025-03-10 16:00:03,2025.0,3.0,March,1.0,Q1.0 2025.0,2025-03,8.0,2-High,Yes,Strategy & Frameworks,High Impact,Technology,Safety & Security,Proposed,Government/Public Sector,"Collection of documents addresses AI cyber security risks, requiring ongoing assessment and strategic implementation by March 2025.",ai safety,"ai safety, regulation, risk assessment",Last year,247.0,17,3,A collection of policy documents and research papers support the government's work to  address cyber security risks to artificial intelligence (AI).,https://www.gov.uk/government/collections/ai-cyber-security,document_collection,,2025-11-12,11
DSIT,Innovation & Business,Artificial Intelligence: public awareness survey,2019-06-09 23:15:00,2019.0,6.0,June,2.0,Q2.0 2019.0,2019-06,4.0,4-Low,No,Research & Analysis,Operational,Public Sector,Workforce & Skills,Historical,General Public,"Survey assesses public awareness of AI and its socioeconomic benefits, providing insights for future educational initiatives. No costs mentioned.",innovation,"innovation, skills, public sector",Over 2 years ago,2348.0,19,3,"This poll surveyed people in Great Britain to understand public awareness of artificial intelligence (AI), and its corresponding socioeconomic benefits.",https://www.gov.uk/government/publications/artificial-intelligence-public-awareness-survey,research,Research,2025-11-12,23
DSIT,Innovation & Business,Copyright and Artificial Intelligence,2024-12-17 10:30:03,2024.0,12.0,December,4.0,Q4.0 2024.0,2024-12,7.0,2-High,Yes,Regulation & Compliance,Strategic,Other/Mixed,General AI Policy,Proposed,Government/Public Sector,"Consultation seeks input on aligning AI and copyright laws to support UK creative industries, with no specified deadlines or costs.",copyright,"copyright, regulation, creative industries",Last year,331.0,20,3,This consultation seeks views on how the government can ensure the UK’s legal framework for AI and copyright supports the UK creative industries and AI sector together.,https://www.gov.uk/government/consultations/copyright-and-artificial-intelligence,closed_consultation,,2025-11-12,51
DSIT,Innovation & Business,Artificial Intelligence sector study 2022,2023-03-29 10:46:00,2023.0,3.0,March,1.0,Q1.0 2023.0,2023-03,4.0,4-Low,No,Research & Analysis,Background,Technology,Innovation & R&D,Historical,Government/Public Sector,"Analysis of the UK AI sector provides insights on size, employment, revenue, and investment, aiding strategic planning for stakeholders.",employment,"employment, revenue, funding",Over 2 years ago,960.0,19,3,"An analysis of the UK’s AI sector, including figures on size, employment, revenue and investment.",https://www.gov.uk/government/publications/artificial-intelligence-sector-study-2022,research,Research,2025-11-12,13
DSIT,Innovation & Business,Artificial Intelligence sector study 2024,2025-09-02 23:00:00,2025.0,9.0,September,3.0,Q3.0 2025.0,2025-09,6.0,3-Medium,No,Research & Analysis,Strategic,Technology,Innovation & R&D,Active,Government/Public Sector,"Upcoming analysis will estimate the scale of UK AI firms, informing policy and investment decisions by September 2025.",scale,"scale, ai firms, funding",Last 3 months,71.0,18,3,"An analysis of the UK’s AI sector, developing robust estimates of the scale and scope of firms developing AI products and services in the UK.",https://www.gov.uk/government/publications/artificial-intelligence-sector-study-2024,research,Research,2025-11-12,36
DSIT,Innovation & Business,Artificial Intelligence sector study 2023,2024-10-22 23:00:00,2024.0,10.0,October,4.0,Q4.0 2024.0,2024-10,6.0,3-Medium,No,Research & Analysis,Strategic,Technology,Innovation & R&D,Active,Government/Public Sector,"The 2023 AI sector study estimates the scale of UK AI firms, informing future policy and investment strategies.",innovation,"innovation, analysis, technology",1-2 years ago,386.0,18,3,"An analysis of the UK’s AI sector, developing robust estimates of the scale and scope of firms developing AI products and services in the UK.",https://www.gov.uk/government/publications/artificial-intelligence-sector-study-2023,research,Research,2025-11-12,43
DSIT,Innovation & Business,Understanding artificial intelligence,2019-06-09 23:00:00,2019.0,6.0,June,2.0,Q2.0 2019.0,2019-06,5.0,3-Medium,No,Implementation Guidance,Operational,Public Sector,General AI Policy,Historical,Government/Public Sector,This guidance document provides foundational knowledge for public sector entities to effectively understand and implement AI technologies.,public sector,"public sector, implementation, understanding",Over 2 years ago,2348.0,17,3,An introduction to understanding and using artificial intelligence in the public sector.,https://www.gov.uk/government/publications/understanding-artificial-intelligence,guidance,Guidance,2025-11-12,23
DSIT,Innovation & Business,Evidence to support the analysis of impacts for artificial intelligence governance,2023-03-29 10:56:00,2023.0,3.0,March,1.0,Q1.0 2023.0,2023-03,8.0,2-High,Yes,Research & Analysis,High Impact,Cross-Sector,General AI Policy,Active,Government/Public Sector,"The analysis evaluates AI regulatory options, supporting the development of a comprehensive governance framework for AI in the UK.",regulation,"regulation, governance, analysis",Over 2 years ago,959.0,19,3,"An analysis of hypothetical AI regulatory options for the UK, to provide evidence for AI regulatory framework proposals.",https://www.gov.uk/government/publications/evidence-to-support-the-analysis-of-impacts-for-artificial-intelligence-governance,research,Research,2025-11-12,13
DSIT,Innovation & Business,Regulatory Horizons Council: The regulation of Artificial Intelligence as a Medical Device,2022-11-30 12:06:00,2022.0,11.0,November,4.0,Q4.0 2022.0,2022-11,8.0,2-High,Yes,Regulation & Compliance,High Impact,Healthcare,Safety & Security,Historical,Government/Public Sector,"The report outlines regulatory frameworks for AI as a Medical Device, emphasizing compliance and safety standards for healthcare applications.",ai safety,"ai safety, regulation, healthcare ai",Over 2 years ago,1078.0,19,3,An independent report to government from the Regulatory Horizons Council about the regulation of AI as a Medical Device.,https://www.gov.uk/government/publications/regulatory-horizons-council-the-regulation-of-artificial-intelligence-as-a-medical-device,independent_report,Independent report,2025-11-12,48
DSIT,Innovation & Business,Sheffield Hallam University: Accountability Principles for Artificial Intelligence (AP4AI),2023-12-12 11:11:21,2023.0,12.0,December,4.0,Q4.0 2023.0,2023-12,6.0,3-Medium,No,Strategy & Frameworks,Strategic,Education,Workforce & Skills,Active,Business/Private Sector,"The case study presents accountability principles for AI, promoting ethical practices and skills development in educational settings.",ethics,"ethics, governance, skills",1-2 years ago,701.0,17,3,Case study from Sheffield Hallam University.,https://www.gov.uk/ai-assurance-techniques/university-of-sheffield-accountability-principles-for-artificial-intelligence-ap4ai,ai_assurance_portfolio_technique,,2025-11-12,50
DSIT,Innovation & Business,"UK Science and Innovation Network (SIN) in Canada secures jobs, exports and investment in Artificial Intelligence (AI) in the UK",2019-01-28 20:14:18,2019.0,1.0,January,1.0,Q1.0 2019.0,2019-01,5.0,3-Medium,No,International Cooperation,Strategic,Cross-Sector,International Competitiveness,Historical,Government/Public Sector,"The collaboration with Canada enhanced UK AI expertise, resulting in job creation and investment opportunities, fostering international competitiveness.",innovation,"innovation, funding, international cooperation",Over 2 years ago,2480.0,18,3,"An impact story describing how the UK and Canada worked together to share expertise in artificial intelligence that resulted in jobs, exports and investment for the UK.",https://www.gov.uk/government/publications/sin-canada-secures-investment-and-jobs-in-artificial-intelligence-in-the-uk,research,Research,2025-11-12,5
DSIT,Innovation & Business,AI expert to lead Action Plan to ensure UK reaps the benefits of Artificial Intelligence,2024-07-26 08:30:02,2024.0,7.0,July,3.0,Q3.0 2024.0,2024-07,7.0,2-High,Yes,Strategy & Frameworks,Strategic,Cross-Sector,Innovation & R&D,Proposed,Government/Public Sector,"Action Plan commissioned by UK Science Secretary to identify AI's role in driving economic growth, with no specified deadline or costs.",innovation,"innovation, economic growth, ai strategy",1-2 years ago,475.0,21,3,UK Science Secretary Peter Kyle has commissioned an Action Plan to identify how AI can drive economic growth.,https://www.gov.uk/government/news/ai-expert-to-lead-action-plan-to-ensure-uk-reaps-the-benefits-of-artificial-intelligence,press_release,,2025-11-12,30
DSIT,Innovation & Business,Government response to the House of Lords Select Committee on Artificial Intelligence,2021-02-22 17:35:00,2021.0,2.0,February,1.0,Q1.0 2021.0,2021-02,6.0,3-Medium,No,Research & Analysis,Strategic,Cross-Sector,General AI Policy,Historical,Government/Public Sector,"Government's response to Lords Select Committee emphasizes the need for vigilance in AI development, with no immediate actions or costs outlined.",governance,"governance, regulation",Over 2 years ago,1724.0,21,2,Government response to the Lords Select Committee on Artificial Intelligence report ‘AI in the UK: No Room for Complacency’.,https://www.gov.uk/government/publications/government-response-to-the-house-of-lords-select-committee-on-artificial-intelligence,policy_paper,Policy paper,2025-11-12,8
DSIT,Innovation & Business,Foreign Secretary to call for international cooperation to manage the global implications of Artificial Intelligence,2023-07-18 15:10:37,2023.0,7.0,July,3.0,Q3.0 2023.0,2023-07,8.0,2-High,Yes,International Cooperation,High Impact,Cross-Sector,Safety & Security,Active,Government/Public Sector,"Foreign Secretary to lead UNSC session on AI, promoting international cooperation to address global AI implications, with no costs mentioned.",international cooperation,"international cooperation, ai safety, governance",Over 2 years ago,848.0,20,3,Foreign Secretary James Cleverly will chair first ever United Nations Security Council (UNSC) session on Artificial Intelligence (AI).,https://www.gov.uk/government/news/foreign-secretary-to-call-for-international-cooperation-to-manage-the-global-implications-of-artificial-intelligence,press_release,,2025-11-12,29
DSIT,Innovation & Business,Government response to Regulatory Horizons Council report on the regulation of Artificial Intelligence as a Medical Device,2022-11-30 00:00:00,2022.0,11.0,November,4.0,Q4.0 2022.0,2022-11,6.0,3-Medium,No,Regulation & Compliance,Strategic,Healthcare,Safety & Security,Active,Government/Public Sector,"Business Secretary's response outlines regulatory recommendations for AI as a Medical Device, emphasizing compliance and safety standards for healthcare applications.",regulation,"regulation, healthcare ai, ai safety",Over 2 years ago,1079.0,20,3,The Business Secretary has responded to recommendations made by the Regulatory Horizons Council on the regulation of Artificial Intelligence (AI) as a Medical Device.,https://www.gov.uk/government/publications/government-response-to-regulatory-horizons-council-report-on-the-regulation-of-artificial-intelligence-as-a-medical-device,correspondence,Correspondence,2025-11-12,48
DSIT,Innovation & Business,Declaration of the United States of America and the United Kingdom of Great Britain and Northern Ireland on Cooperation in AI Research and Development,2020-09-25 12:00:00,2020.0,9.0,September,3.0,Q3.0 2020.0,2020-09,5.0,3-Medium,No,International Cooperation,Strategic,Technology,Innovation & R&D,Historical,Government/Public Sector,"The UK and US declare cooperation in AI research, aiming for technological breakthroughs and shared innovation strategies to enhance international competitiveness.",innovation,"innovation, international competitiveness",Over 2 years ago,1874.0,21,2,A Shared Vision for Driving Technological Breakthroughs in Artificial Intelligence.,https://www.gov.uk/government/publications/declaration-of-the-united-states-of-america-and-the-united-kingdom-of-great-britain-and-northern-ireland-on-cooperation-in-ai-research-and-development,guidance,Guidance,2025-11-12,39
DSIT,Innovation & Business,UK unveils world leading approach to innovation in first artificial intelligence white paper to turbocharge growth,2023-03-29 13:24:52,2023.0,3.0,March,1.0,Q1.0 2023.0,2023-03,8.0,2-High,Yes,Strategy & Frameworks,High Impact,Cross-Sector,Innovation & R&D,Active,Government/Public Sector,"The UK government launches an AI white paper to guide responsible innovation, aiming to enhance growth and maintain public trust in AI technologies.",innovation,"innovation, regulation, public trust",Over 2 years ago,959.0,23,3,"Government launches AI white paper to guide the use of artificial intelligence in the UK, to drive responsible innovation and maintain public trust in this revolutionary technology.",https://www.gov.uk/government/news/uk-unveils-world-leading-approach-to-innovation-in-first-artificial-intelligence-white-paper-to-turbocharge-growth,press_release,,2025-11-12,13
DSIT,Innovation & Business,International Scientific Report on the Safety of Advanced AI: interim report,2025-10-22 09:08:02,2025.0,10.0,October,4.0,Q4.0 2025.0,2025-10,6.0,3-Medium,No,Research & Analysis,Strategic,Other/Mixed,Safety & Security,Under Review,Government/Public Sector,Interim report on advanced AI safety due October 2025; emphasizes the need for ongoing research and evaluation of AI safety measures.,ai safety,"ai safety, regulation, innovation",Last month,22.0,21,3,An interim report on the science of advanced Artificial Intelligence (AI) safety.,https://www.gov.uk/government/publications/international-scientific-report-on-the-safety-of-advanced-ai,research,Research,2025-11-12,43
DSIT,Innovation & Business,Guidelines for AI procurement,2020-06-08 13:20:00,2020.0,6.0,June,2.0,Q2.0 2020.0,2020-06,5.0,3-Medium,No,Implementation Guidance,Operational,Public Sector,General AI Policy,Historical,Government/Public Sector,Guidelines for AI procurement published June 2020; outlines best practices for government acquisition of AI technologies to enhance operational efficiency.,procurement,"procurement, best practices, technology",Over 2 years ago,1983.0,20,3,A summary of best practice addressing specific challenges of acquiring Artificial Intelligence technologies in government.,https://www.gov.uk/government/publications/guidelines-for-ai-procurement,guidance,Guidance,2025-11-12,24
DSIT,Innovation & Business,The potential impact of AI on UK employment and the demand for skills,2021-10-08 09:00:09,2021.0,10.0,October,4.0,Q4.0 2021.0,2021-10,6.0,3-Medium,No,Research & Analysis,Strategic,Other/Mixed,Workforce & Skills,Historical,Government/Public Sector,Research estimates AI's impact on UK employment and skills demand; highlights the need for workforce adaptation and training initiatives.,skills,"skills, automation",Over 2 years ago,1497.0,19,2,This research provides estimates of the potential impact of artificial intelligence (AI) and related technologies on the UK labour market.,https://www.gov.uk/government/publications/the-potential-impact-of-ai-on-uk-employment-and-the-demand-for-skills,research,Research,2025-11-12,40
DSIT,Innovation & Business,Data Use and Access Act 2025: plans for commencement,2025-09-11 14:34:21,2025.0,9.0,September,3.0,Q3.0 2025.0,2025-09,6.0,3-Medium,No,Regulation & Compliance,Strategic,Public Sector,Data & Privacy,Proposed,Government/Public Sector,The Data Use and Access Act 2025 will commence with specific provisions; implementation details are pending.,regulation,"regulation, data protection, governance",Last 3 months,62.0,16,3,A summary of the government’s plans for bringing into force provisions in the Data (Use and Access) Act 2025.,https://www.gov.uk/guidance/data-use-and-access-act-2025-plans-for-commencement,detailed_guide,,2025-11-12,37
DSIT,Innovation & Business,Virtual reality and wearable technology pilot to cut drug deaths,2024-10-17 23:00:00,2024.0,10.0,October,4.0,Q4.0 2024.0,2024-10,7.0,2-High,Yes,Funding & Investment,High Impact,Healthcare,Innovation & R&D,Active,Government/Public Sector,"Government funds research into wearable technology and AI to reduce drug deaths, aiming for impactful healthcare solutions.",funding,"funding, healthcare ai, innovation",1-2 years ago,391.0,17,3,"The government will fund research into wearable technology, virtual reality and artificial intelligence in a bid to support people with drug addictions.",https://www.gov.uk/government/news/virtual-reality-and-wearable-technology-pilot-to-cut-drug-deaths,press_release,,2025-11-12,42
DSIT,Innovation & Business,Prime Minister sets out blueprint to turbocharge AI,2025-01-13 15:56:33,2025.0,1.0,January,1.0,Q1.0 2025.0,2025-01,8.0,2-High,Yes,Strategy & Frameworks,High Impact,Cross-Sector,General AI Policy,Proposed,Government/Public Sector,"The Prime Minister's AI blueprint aims to drive national renewal over the next decade, emphasizing strategic AI development.",innovation,"innovation, governance, strategy",Last year,303.0,18,3,"Artificial intelligence will deliver a decade of national renewal, as part of a new plan announced today (13 January 2025).",https://www.gov.uk/government/news/prime-minister-sets-out-blueprint-to-turbocharge-ai,press_release,,2025-11-12,3
DSIT,Innovation & Business,Global Coalition on Telecommunications: principles on AI adoption in the telecommunications industry,2025-01-16 00:01:00,2025.0,1.0,January,1.0,Q1.0 2025.0,2025-01,6.0,3-Medium,No,International Cooperation,Strategic,Technology,Innovation & R&D,Proposed,Government/Public Sector,"GCOT outlines principles for AI adoption in telecommunications, aiming for collaborative innovation. No specific deadlines or costs mentioned.",ai adoption,"ai adoption, telecommunications, innovation",Last year,301.0,18,3,A joint statement from the Global Coalition on Telecommunications (GCOT) setting out principles on the adoption of artificial intelligence in the telecommunications industry.,https://www.gov.uk/government/publications/global-coalition-on-telecommunications-principles-on-ai-adoption-in-the-telecommunications-industry,notice,Notice,2025-11-12,3
DSIT,Innovation & Business,Understanding UK AI R&D commercialisation and the role of standards,2022-05-11 23:00:00,2022.0,5.0,May,2.0,Q2.0 2022.0,2022-05,7.0,2-High,Yes,Research & Analysis,Strategic,Technology,Innovation & R&D,Active,Government/Public Sector,"Research identifies barriers in UK AI R&D commercialisation, emphasizing the need for standards to enhance innovation. No deadlines or costs specified.",innovation,"innovation, standards",Over 2 years ago,1281.0,21,2,Research commissioned by DCMS to understand the R&D commercialisation process related to Artificial Intelligence in the UK.,https://www.gov.uk/government/publications/understanding-uk-ai-rd-commercialisation-and-the-role-of-standards,research,Research,2025-11-12,19
DSIT,Innovation & Business,AI Exemplars programme,2025-08-16 23:01:04,2025.0,8.0,August,3.0,Q3.0 2025.0,2025-08,8.0,2-High,Yes,Implementation Guidance,High Impact,Public Sector,Innovation & R&D,Active,Government/Public Sector,"AI Exemplars programme enhances public services through innovative AI solutions in healthcare, education, and justice. Ongoing implementation with no costs mentioned.",public services,"public services, healthcare ai, innovation",Last 3 months,88.0,21,3,"AI Exemplars are transforming public services – improving healthcare, education, planning and justice with practical and innovative AI solutions.",https://www.gov.uk/guidance/ai-exemplars-programme,detailed_guide,,2025-11-12,33
DSIT,Innovation & Business,Remarks made by Technology Secretary Peter Kyle at the Munich Security Conference,2025-02-14 17:47:44,2025.0,2.0,February,1.0,Q1.0 2025.0,2025-02,6.0,3-Medium,No,International Cooperation,Strategic,Technology,General AI Policy,Active,Government/Public Sector,"Technology Secretary Peter Kyle emphasized responsible AI development at the Munich Security Conference, promoting international collaboration and ethical standards.",ethics,"ethics, international cooperation, innovation",Last year,271.0,19,3,Technology Secretary Peter Kyle spoke about the the UK’s approach to the responsible development of artificial intelligence at the Munich Security Conference.,https://www.gov.uk/government/speeches/remarks-made-by-technology-secretary-peter-kyle-at-the-munich-security-conference,speech,,2025-11-12,7
DSIT,Innovation & Business,Find out about artificial intelligence (AI) assurance techniques,2025-04-28 18:53:05,2025.0,4.0,April,2.0,Q2.0 2025.0,2025-04,5.0,3-Medium,No,Implementation Guidance,Operational,Cross-Sector,Innovation & R&D,Active,Business/Private Sector,"Organizations can explore AI assurance techniques to enhance reliability and compliance, with guidance available from April 28, 2025.",ai assurance,"ai assurance, regulation, operational guidance",Last year,198.0,18,3,Find out what AI assurance is and what AI assurance techniques you can use in your organisation.,https://www.gov.uk/ai-assurance-techniques,finder,,2025-11-12,18
DSIT,Innovation & Business,AI Cyber Security Code of Practice,2025-01-31 00:00:00,2025.0,1.0,January,1.0,Q1.0 2025.0,2025-01,8.0,2-High,Yes,Regulation & Compliance,High Impact,Technology,Safety & Security,Active,Government/Public Sector,"The AI Cyber Security Code of Practice outlines mandatory measures to mitigate cyber security risks for AI systems, effective immediately.",ai safety,"ai safety, cyber security, regulation",Last year,286.0,20,3,The code of practice and implementation guide sets out measures to address cyber security risks to artificial intelligence (AI) systems.,https://www.gov.uk/government/publications/ai-cyber-security-code-of-practice,guidance,Guidance,2025-11-12,5
DSIT,Innovation & Business,Environment Agency: Hello Lamp Post,2025-06-03 09:06:44,2025.0,6.0,June,2.0,Q2.0 2025.0,2025-06,5.0,3-Medium,No,Implementation Guidance,Operational,Public Sector,Innovation & R&D,Active,General Public,Hello Lamp Post engages citizens using AI for community consultation. No specific deadlines or costs mentioned.,community engagement,"community engagement, innovation, public sector",Last 6 months,163.0,16,3,Hello Lamp Post is a community engagement platform that uses Artificial Intelligence to playfully communicate and consult with citizens.,https://www.gov.uk/algorithmic-transparency-records/environment-agency-hello-lamp-post,algorithmic_transparency_record,,2025-11-12,23
DSIT,Innovation & Business,Data ethics and AI guidance landscape,2020-07-21 12:05:00,2020.0,7.0,July,3.0,Q3.0 2020.0,2020-07,6.0,3-Medium,No,Strategy & Frameworks,Strategic,Public Sector,Data & Privacy,Active,Government/Public Sector,"This guidance consolidates ethical principles for data and AI, aiding public servants. No deadlines or costs specified.",ethics,"ethics, ai guidance, public sector",Over 2 years ago,1940.0,17,3,"This page collates the various existing ethical principles for data and AI, developed by government and public sector sector bodies. It intends to provide clarity and guidance for public servants working with data and/or AI.",https://www.gov.uk/guidance/data-ethics-and-ai-guidance-landscape,detailed_guide,,2025-11-12,30
